objectID,FrameDetected,wrongRate,RateHigherThan80%Frame,
E:\updatebackground\10daysResult.csv.xlsx,,,,
E:\updatebackground\objectoutput2022-4-25-10-0-0.csv,,,,
942,44,0,0,1
944,38,0.363636,0,0.333333
952,46,0,0,1
955,11,0,0,1
959,60,0,0,1
964,6,0,0,1
966,12,0.0833333,0,0.0833333
967,26,0,0,1
971,107,0,0,1
973,30,0,0,1
975,16,0.0909091,0,0.0909091
976,16,0.375,0,0.0909091
978,20,0.8125,0,0.571429
980,9,1,4,1
986,47,0,0,1
988,23,0,0,1
993,32,0.0909091,0,0.0909091
995,53,0.722222,0,0.269231
996,55,0.153846,0,0.153846
999,47,0,0,1
1008,24,0.5,0,0.5
1011,9,0,0,1
1015,35,0,0,1
1018,33,0.428571,0,0.333333
1028,28,0,0,1
1030,37,0,0,1
1033,6,0,0,1
1036,26,0,0,1
1044,53,0,0,1
1047,62,0.857143,0,0.4375
1104,13,0.7,0,0.5
1194,80,0.916667,5,0.491228
1195,7,1,2,1
1196,20,0.875,0,0.833333
1201,49,0,0,1
1203,46,0,0,1
1215,47,0,0,1
1222,40,0,0,1
1224,39,0.333333,0,0.3
1234,29,0,0,1
1237,27,0,0,1
1245,29,0,0,1
1247,37,0,0,1
1251,36,0,0,1
1252,50,0.0212766,0,0.0212766
1257,22,0,0,1
1266,46,0,0,1
1269,31,0,0,1
1276,27,0,0,1
1278,30,0,0,1
1280,53,0,0,1
1281,36,0,0,1
1283,44,0,0,1
1287,34,0,0,1
1394,83,0,0,1
1395,11,0,0,1
1425,51,0.2,0,0.2
1426,126,0.031746,0,0.0168067
1431,30,0,0,1
1437,27,0,0,1
1440,50,0,0,1
1443,14,0.5,0,0.375
1446,33,0,0,1
1455,45,0.555556,0,0.5
1461,59,0,0,1
1466,33,0,0,1
1467,62,0.153846,0,0.0833333
1471,47,0,0,1
1476,31,0,0,1
1478,45,0.833333,0,0.4
1483,43,0.116279,0,0.0285714
1485,6,0,0,1
1490,41,0,0,1
1491,43,0.0465116,0,0.025
1495,9,0.25,0,0.25
1498,73,0,0,1
1506,60,0,0,1
1510,63,0,0,1
1525,43,0.833333,0,0.6
1528,44,0,0,1
1533,38,0,0,1
1534,7,0,0,1
1551,21,0,0,1
1554,34,0,0,1
1556,48,0,0,1
1560,19,0,0,1
1563,30,0,0,1
1568,46,0,0,1
1578,51,0,0,1
1579,47,0.454545,0,0.444444
1580,29,0,0,1
1585,49,0.666667,0,0.454545
1599,6,0,0,1
1602,72,0,0,1
1604,38,0.166667,0,0.130435
1612,41,0,0,1
1615,32,0.363636,0,0.333333
1622,26,0,0,1
1624,143,0.188811,0,0.00900901
1628,49,0,0,1
1634,30,0,0,1
1637,31,0,0,1
1640,36,0.333333,0,0.333333
1645,30,0.333333,0,0.3
1655,36,0,0,1
1661,25,0,0,1
1664,43,0,0,1
1669,34,0,0,1
1671,56,0.428571,0,0.428571
1672,12,0.714286,0,0.6
1674,86,0.0235294,0,0.0121951
1680,86,0,0,1
1681,37,0.25,0,0.25
E:\updatebackground\objectoutput2022-4-28-9-30-0.csv,,,,
4,10,1,5,1
5,9,1,4,1
0,6,1,1,1
18,15,0.4,0,0.333333
24,7,1,2,1
34,10,1,5,1
35,14,1,9,1
32,14,1,9,1
37,11,1,6,1
38,11,0.818182,0,0.666667
39,19,1,14,1
36,19,1,14,1
40,12,1,7,1
43,7,1,2,1
59,7,1,2,1
60,14,1,2,0.727273
66,6,0.666667,0,0.666667
91,13,0.125,0,0.125
98,10,0.888889,0,0.833333
113,12,1,7,1
140,14,0.642857,0,0.5
147,6,0.833333,0,0.833333
152,7,0,0,1
153,6,0.333333,0,0.333333
302,35,0,0,1
321,44,0,0,1
356,11,0,0,1
371,66,0,0,1
443,19,0,0,1
457,23,1,18,1
473,8,0,0,1
481,9,0.285714,0,0.285714
495,6,0,0,1
525,6,0,0,1
545,7,1,2,1
605,36,0,0,1
614,7,0,0,1
616,38,0.0277778,0,0.0277778
644,86,0.285714,0,0.285714
654,25,0.08,0,0.0416667
666,25,0,0,1
685,8,0,0,1
686,42,0,0,1
690,49,0.0227273,0,0.0227273
711,33,0,0,1
723,18,0,0,1
745,16,0,0,1
761,15,0,0,1
767,30,0,0,1
777,8,0,0,1
779,43,0,0,1
781,40,0.230769,0,0.1
788,19,0,0,1
791,63,0.666667,0,0.5
797,31,0.285714,0,0.272727
800,44,0.285714,0,0.272727
805,24,0,0,1
806,22,0,0,1
809,30,0,0,1
811,30,0,0,1
816,33,0,0,1
819,35,0,0,1
846,6,0,0,1
862,38,0,0,1
877,8,0,0,1
878,71,0,0,1
881,10,0,0,1
891,31,0,0,1
895,204,0.0490196,0,0.00512821
903,29,0,0,1
905,7,0,0,1
907,31,0,0,1
911,44,0,0,1
922,9,0,0,1
927,32,0,0,1
933,50,0,0,1
960,127,1,4,0.8
962,6,0,0,1
965,117,0.714286,0,0.666667
975,35,0,0,1
1046,32,0,0,1
1048,39,0,0,1
1053,40,0,0,1
1054,34,0,0,1
1061,43,0,0,1
1066,46,0,0,1
1071,36,0,0,1
1072,8,0,0,1
1105,24,0,0,1
1107,28,0,0,1
1110,26,0,0,1
1111,11,0,0,1
1115,28,0,0,1
1123,26,0,0,1
1125,34,0,0,1
1133,29,0,0,1
1137,37,0,0,1
1146,14,0,0,1
1153,10,0,0,1
1154,19,0,0,1
1161,45,0,0,1
1176,35,0,0,1
1178,37,0,0,1
1181,31,0,0,1
1186,30,0,0,1
1188,7,0,0,1
1189,27,0,0,1
1215,33,0,0,1
1220,6,1,1,1
1224,7,1,2,1
1227,37,0.0526316,0,0.0526316
1233,26,0,0,1
1234,7,0,0,1
1243,27,0,0,1
1247,55,0,0,1
1301,6,0,0,1
1304,57,0,0,1
1306,20,0,0,1
1312,34,0,0,1
1343,29,0,0,1
1379,22,0,0,1
1383,7,0,0,1
1385,37,0,0,1
1390,17,0,0,1
1397,31,0,0,1
1400,7,0.571429,0,0.571429
1401,11,0.5,0,0.5
1403,23,0.210526,0,0.166667
1405,75,0.615385,0,0.5
1407,39,0,0,1
1411,51,0,0,1
1414,27,0,0,1
1419,34,0,0,1
1424,38,0,0,1
1428,29,0,0,1
1435,7,0,0,1
1436,17,0,0,1
1452,99,0.0707071,0,0.0217391
1455,7,0,0,1
1456,38,0,0,1
1468,41,0,0,1
1478,39,0,0,1
1482,7,0,0,1
1484,43,0,0,1
1486,41,0,0,1
1489,21,0,0,1
1492,7,0,0,1
1494,44,0,0,1
1495,26,0,0,1
1498,22,1,4,0.611111
1500,17,0,0,1
1504,14,0.666667,0,0.625
1508,79,0.03125,0,0.03125
1513,45,0,0,1
1515,24,0,0,1
1524,34,0,0,1
1526,73,0.25,0,0.25
1532,16,0,0,1
1535,22,0,0,1
1536,9,0,0,1
1646,20,0,0,1
1649,96,0.0520833,0,0.0421053
1661,30,0,0,1
1662,41,0,0,1
1663,9,0.285714,0,0.285714
1664,48,0.5,0,0.5
1665,15,0,0,1
1666,9,0,0,1
1668,42,0,0,1
1677,14,1,2,0.818182
1679,62,0,0,1
1682,41,0,0,1
1684,66,0,0,1
1689,7,0,0,1
1709,25,0,0,1
1722,69,0,0,1
1724,9,0,0,1
1725,30,0,0,1
1726,8,0,0,1
1728,32,0,0,1
1765,20,0,0,1
1768,33,0,0,1
1772,7,0,0,1
1774,103,0,0,1
1775,20,0,0,1
1778,38,0,0,1
E:\updatebackground\objectoutput2022-4-29-0-0-0.csv,,,,
0,21,0,0,1
1,69,0,0,1
2,29,0,0,1
3,29,0,0,1
4,29,0,0,1
6,21,1,16,1
7,9,1,4,1
8,16,0,0,1
9,8,0.666667,0,0.625
5,12,0.272727,0,0.142857
15,8,1,3,1
31,63,0.857143,0,0.571429
33,6,1,1,1
37,41,0,0,1
40,37,0,0,1
45,43,0.0731707,0,0.0731707
47,115,0.133333,0,0.0384615
49,44,0,0,1
56,29,0,0,1
58,37,0,0,1
61,39,0,0,1
64,6,0.833333,0,0.833333
65,45,0,0,1
68,37,0.027027,0,0.027027
72,31,0.5,0,0.5
77,6,0.833333,0,0.833333
83,26,0,0,1
89,91,0.0561798,0,0.0123457
91,12,0.833333,0,0.666667
92,8,0.75,0,0.714286
94,36,0,0,1
96,37,0,0,1
102,24,0,0,1
103,42,0.142857,0,0.0512821
107,68,0.147059,0,0.0169492
112,38,0.0263158,0,0.0263158
114,52,0,0,1
116,33,0.030303,0,0.030303
118,37,0,0,1
126,24,0.0416667,0,0.0416667
130,42,0.0714286,0,0.025
132,46,0,0,1
133,6,0.666667,0,0.666667
134,20,0.8,0,0.333333
137,7,0.285714,0,0.166667
148,53,0.166667,0,0.125
151,98,0.0816327,0,0.0121951
156,52,0,0,1
157,17,0.571429,0,0.5
159,13,0.714286,0,0.666667
164,18,0.117647,0,0.0625
166,16,0.1,0,0.1
170,9,0,0,1
172,54,0.0185185,0,0.0185185
175,40,0.5,0,0.428571
176,34,0,0,1
178,6,1,1,1
179,11,0.5,0,0.5
181,118,0.025641,0,0.00884956
185,55,0.109091,0,0.02
188,23,0,0,1
191,50,0.02,0,0.02
195,41,0,0,1
198,40,0.025,0,0.025
201,42,0.0714286,0,0.0263158
206,67,0.0597015,0,0.015873
214,44,0,0,1
216,38,0.0526316,0,0.027027
223,54,0.230769,0,0.222222
225,44,0,0,1
228,39,0,0,1
230,16,1,11,1
231,35,0,0,1
232,92,0.0543478,0,0.0114943
233,7,1,2,1
234,8,0.166667,0,0.166667
241,12,0.2,0,0.166667
247,36,0,0,1
250,29,0.0357143,0,0.0357143
262,39,0.025641,0,0.025641
268,44,0,0,1
270,39,0.0512821,0,0.0277778
275,10,0,0,1
276,80,0.0625,0,0.0131579
285,101,0.030303,0,0.0106383
286,111,0.444444,0,0.444444
289,10,1,5,1
291,6,0.333333,0,0.333333
293,47,0,0,1
297,75,0.08,0,0.0285714
298,51,0.196078,0,0.0238095
303,6,0.666667,0,0.666667
304,35,0,0,1
305,9,0.333333,0,0.333333
306,20,0,0,1
307,28,0.285714,0,0.285714
312,41,0,0,1
314,31,0.285714,0,0.285714
315,33,0.222222,0,0.222222
317,52,0.333333,0,0.333333
318,15,1,9,0.923077
320,241,0,0,1
322,56,0.428571,0,0.333333
325,9,0,0,1
326,19,0,0,1
330,35,0.0285714,0,0.0285714
334,27,0,0,1
335,32,0,0,1
336,126,0.031746,0,0.00884956
337,16,0,0,1
338,25,0,0,1
345,24,0,0,1
346,53,0.0196078,0,0.0196078
348,44,0,0,1
350,11,0,0,1
352,31,0.0967742,0,0.0416667
354,33,0.285714,0,0.285714
360,34,0,0,1
365,27,0.115385,0,0.0454545
369,133,0.0571429,0,0.0229008
372,46,0,0,1
375,11,0,0,1
379,6,0,0,1
384,51,0.444444,0,0.375
387,50,0.02,0,0.02
390,24,0,0,1
392,21,0.0555556,0,0.0555556
397,41,0.5,0,0.15
398,50,0.06,0,0.0208333
400,29,0.0344828,0,0.0344828
402,141,0.8,0,0.5
407,30,0,0,1
E:\updatebackground\objectoutput2022-4-29-0-30-0.csv,,,,
0,17,0,0,1
1,30,0,0,1
2,30,0,0,1
3,30,0,0,1
6,20,0,0,1
7,65,0,0,1
5,13,1,8,1
9,16,0,0,1
14,6,0,0,1
15,8,1,3,1
18,7,0,0,1
33,6,0,0,1
41,42,0.047619,0,0.0243902
43,37,0,0,1
47,59,0,0,1
55,12,0,0,1
60,7,0.333333,0,0.333333
61,20,0,0,1
62,51,0,0,1
65,28,0,0,1
67,40,0.285714,0,0.272727
70,129,0,0,1
73,153,0.0718954,0,0.0103093
75,26,0,0,1
76,8,0,0,1
77,19,0,0,1
82,46,0,0,1
84,35,0,0,1
88,32,0,0,1
94,25,0,0,1
95,6,1,1,1
98,40,0,0,1
101,15,0,0,1
106,7,0,0,1
108,6,0,0,1
113,39,0,0,1
118,43,0,0,1
121,44,0,0,1
126,40,0,0,1
129,29,0,0,1
135,105,0.0288462,0,0.0107527
137,6,0.333333,0,0.333333
140,43,0,0,1
144,98,0.0204082,0,0.0105263
147,6,0.666667,0,0.666667
151,32,0,0,1
158,29,0,0,1
159,16,0,0,1
161,39,0.102564,0,0.0285714
162,33,0,0,1
165,7,1,2,1
167,15,0.666667,0,0.333333
169,10,0.9,1,0.833333
173,7,0.857143,0,0.833333
176,44,0,0,1
180,54,0,0,1
181,58,0,0,1
184,27,0,0,1
186,41,0,0,1
189,44,0,0,1
193,45,0,0,1
195,169,0,0,1
200,42,0,0,1
207,6,0,0,1
212,6,0.5,0,0.5
213,6,0.333333,0,0.333333
214,6,0,0,1
215,82,0.9,1,0.32
225,49,0,0,1
230,25,0,0,1
234,132,0.00757576,0,0.00757576
236,34,0,0,1
239,56,0,0,1
241,46,0,0,1
244,43,0,0,1
E:\updatebackground\objectoutput2022-4-29-1-0-0.csv,,,,
0,30,0,0,1
1,30,0,0,1
2,30,0,0,1
8,22,0,0,1
9,68,0,0,1
10,7,0,0,1
13,17,0.133333,0,0.0769231
12,8,1,3,1
15,7,1,2,1
17,10,0,0,1
19,7,1,2,1
32,57,0.857143,0,0.727273
33,9,0,0,1
37,6,0,0,1
39,8,0.75,0,0.666667
46,51,0.0392157,0,0.0392157
48,46,0,0,1
53,27,0,0,1
56,187,0.0213904,0,0.00543478
57,36,0.5,0,0.444444
59,141,0.571429,0,0.333333
62,10,0.8,0,0.666667
66,30,0,0,1
67,133,1,8,0.112782
68,6,0.666667,0,0.666667
71,29,0,0,1
72,13,1,8,1
75,41,0,0,1
77,30,0,0,1
84,59,0.444444,0,0.0847458
87,99,0.040404,0,0.0104167
89,51,0,0,1
96,40,0,0,1
98,25,0,0,1
99,53,0.0188679,0,0.0188679
100,62,0,0,1
102,58,0,0,1
104,10,0,0,1
107,9,0.111111,0,0.111111
111,8,0.125,0,0.125
113,39,0,0,1
115,29,0,0,1
118,7,0,0,1
119,16,0,0,1
122,15,1,6,0.8
123,112,0.3,0,0.235294
124,52,0.333333,0,0.0784314
131,71,0.0422535,0,0.0149254
136,47,0,0,1
141,51,0.857143,0,0.777778
147,36,0,0,1
151,7,0.857143,0,0.833333
155,43,0.0232558,0,0.0232558
158,31,0,0,1
161,47,0,0,1
164,39,0,0,1
165,8,0,0,1
169,38,0,0,1
170,37,0.189189,0,0.0333333
176,41,0,0,1
177,32,0,0,1
179,29,0,0,1
182,6,0.333333,0,0.333333
185,49,0,0,1
189,53,0.285714,0,0.285714
190,13,0.333333,0,0.333333
191,113,0.0178571,0,0.00909091
193,77,1,4,1
196,61,0.131148,0,0.0185185
198,8,0,0,1
206,37,0,0,1
208,46,0,0,1
E:\updatebackground\objectoutput2022-4-29-1-30-0.csv,,,,
0,21,0,0,1
1,29,0,0,1
2,29,0,0,1
3,29,0,0,1
5,21,1,16,1
7,85,0,0,1
4,14,0,0,1
6,19,0,0,1
8,14,0.285714,0,0.142857
12,11,1,6,1
25,41,0,0,1
28,59,1,2,0.172414
30,30,0,0,1
31,42,0.375,0,0.105263
38,49,0.857143,0,0.289474
41,42,0,0,1
46,35,0,0,1
49,9,0.888889,0,0.833333
51,75,0.375,0,0.0675676
53,32,0,0,1
56,12,0,0,1
75,209,1,12,0.0861244
77,36,0,0,1
81,6,0,0,1
82,26,0,0,1
85,43,0.0465116,0,0.0238095
94,35,0,0,1
96,138,0.666667,0,0.204545
101,27,0,0,1
105,122,0.0285714,0,0.0285714
106,60,0.0338983,0,0.0172414
108,41,0,0,1
112,66,0.0606061,0,0.0169492
115,109,0.100917,0,0.010101
120,26,0,0,1
124,6,1,1,1
125,24,0.458333,0,0.1
133,62,0.5,0,0.151515
136,77,0.025974,0,0.0131579
146,34,0,0,1
152,29,0,0,1
153,59,0.0338983,0,0.0172414
156,181,0.0331492,0,0.00568182
158,42,0,0,1
160,88,0.333333,0,0.0384615
167,31,0,0,1
172,56,0,0,1
176,57,0.0350877,0,0.0181818
E:\updatebackground\objectoutput2022-4-29-10-0-0.csv,,,,
0,6,0,0,1
1,50,0.0408163,0,0.0208333
7,41,0,0,1
10,60,0.0333333,0,0.0169492
15,27,0,0,1
18,30,0,0,1
23,31,0.0645161,0,0.0357143
25,28,0,0,1
31,61,0.0491803,0,0.0185185
32,15,0,0,1
33,24,0,0,1
34,42,0,0,1
40,26,0,0,1
43,40,0.333333,0,0.333333
46,6,0.333333,0,0.333333
48,47,0,0,1
49,7,0,0,1
50,10,0,0,1
51,55,0.0727273,0,0.0192308
55,171,0.0175439,0,0.0117647
56,72,0.285714,0,0.0634921
62,46,0.166667,0,0.125
64,48,0.461538,0,0.375
65,26,0,0,1
67,6,1,1,1
69,6,0,0,1
70,66,0.888889,0,0.833333
71,8,1,3,1
73,35,0,0,1
77,21,0.47619,0,0.111111
80,49,0.102041,0,0.0222222
87,27,0,0,1
91,36,0.333333,0,0.333333
96,31,0.0333333,0,0.0333333
103,27,0.333333,0,0.333333
108,20,0,0,1
109,104,0.625,0,0.0808081
111,34,0.333333,0,0.333333
116,81,0.037037,0,0.0126582
117,34,0.0882353,0,0.0333333
127,50,0,0,1
131,27,0,0,1
134,160,0,0,1
135,59,0.0847458,0,0.0185185
136,64,0,0,1
138,8,0.285714,0,0.166667
139,56,0.357143,0,0.0333333
140,6,0.833333,0,0.833333
144,12,0.583333,0,0.444444
146,19,0.894737,0,0.666667
157,40,0.333333,0,0.3
160,46,0,0,1
161,41,0,0,1
167,49,0.5,0,0.4
173,42,0.333333,0,0.333333
177,40,0.5,0,0.4
178,11,0.222222,0,0.222222
182,38,0.5,0,0.4
183,355,0,0,1
190,77,0.888889,0,0.75
191,15,0.727273,0,0.5
193,61,0.0666667,0,0.027027
198,7,0,0,1
201,44,0.285714,0,0.0930233
210,77,0.220779,0,0.0163934
211,13,0.4,0,0.333333
216,150,0.00666667,0,0.00666667
217,196,0,0,1
218,28,0,0,1
220,42,0,0,1
223,32,0.375,0,0.0625
224,14,1,9,1
227,9,0.888889,0,0.833333
233,89,0.0113636,0,0.0113636
234,16,0.8125,0,0.5
238,45,0,0,1
243,22,0,0,1
249,42,0,0,1
252,6,0,0,1
254,21,0,0,1
258,23,0,0,1
260,40,0,0,1
271,25,0,0,1
273,18,0,0,1
275,6,0.833333,0,0.833333
276,43,0.5,0,0.142857
282,39,0,0,1
286,8,0.5,0,0.5
289,33,0,0,1
292,56,0.107143,0,0.0196078
296,11,0.636364,0,0.333333
299,28,0,0,1
302,31,0,0,1
308,61,0,0,1
315,31,0,0,1
316,79,0,0,1
318,47,0.571429,0,0.155556
321,45,0.333333,0,0.0357143
326,6,1,1,1
328,10,0.857143,0,0.7
329,144,0.888889,0,0.75
332,91,0.043956,0,0.0113636
338,98,0,0,1
340,49,0.142857,0,0.0454545
342,75,0.0555556,0,0.0144928
346,19,0.526316,0,0.1
352,23,0,0,1
356,7,0.428571,0,0.333333
358,8,0.625,0,0.5
359,84,0.0714286,0,0.0126582
374,68,0.0147059,0,0.0147059
378,75,0.625,0,0.5
379,7,0,0,1
386,36,0,0,1
390,32,0,0,1
397,9,0.555556,0,0.333333
398,75,0,0,1
402,7,0.333333,0,0.333333
407,84,0.875,0,0.180556
410,7,0.857143,0,0.833333
415,42,0,0,1
419,91,0.714286,0,0.0689655
430,6,0.666667,0,0.666667
431,74,0.0405405,0,0.0277778
439,26,0,0,1
444,91,0.117647,0,0.032967
450,31,0.333333,0,0.333333
454,9,0,0,1
E:\updatebackground\objectoutput2022-4-29-10-30-0.csv,,,,
0,18,0,0,1
1,32,0.15625,0,0.0357143
2,79,0.0759494,0,0.0138889
4,43,0,0,1
8,119,0.235294,0,0.0113636
13,28,0.166667,0,0.125
20,6,1,1,1
21,9,1,4,1
24,9,1,4,1
26,85,0.0705882,0,0.0128205
32,17,1,6,0.823529
35,33,0,0,1
36,199,0.5,0,0.5
38,24,0.0833333,0,0.0833333
42,69,0.115942,0,0.0166667
45,35,0,0,1
47,34,0,0,1
52,117,0,0,1
53,62,0.177419,0,0.02
54,51,0.0980392,0,0.0217391
57,6,0,0,1
58,50,0.2,0,0.030303
59,143,0,0,1
62,9,0,0,1
64,31,0.0967742,0,0.0357143
66,62,0.419355,0,0.0277778
69,9,0.777778,0,0.666667
70,15,1,10,1
74,130,0,0,1
78,9,0.555556,0,0.333333
79,31,0,0,1
81,8,0.428571,0,0.333333
82,6,0,0,1
83,17,0.882353,0,0.666667
84,46,0.9,1,0.458333
88,192,0.0729167,0,0.00561798
97,55,0.127273,0,0.0208333
99,29,0.333333,0,0.333333
102,36,0,0,1
106,57,0.333333,0,0.333333
107,58,0.0517241,0,0.0178571
109,42,0,0,1
119,62,0.0655738,0,0.0178571
123,47,0,0,1
126,6,0.666667,0,0.666667
127,6,0,0,1
129,13,0,0,1
131,53,0.0943396,0,0.0208333
135,68,0.0294118,0,0.0149254
136,28,0,0,1
138,36,0,0,1
139,14,0,0,1
169,142,0,0,1
172,79,0.0126582,0,0.0126582
173,74,0.4,0,0.333333
179,82,1,31,0.701754
181,6,0.833333,0,0.833333
183,39,0,0,1
184,49,0.0408163,0,0.0212766
188,23,0,0,1
196,53,0,0,1
197,60,0.0172414,0,0.0172414
201,7,0,0,1
202,32,0,0,1
208,72,0.0833333,0,0.0149254
212,35,0,0,1
214,116,0,0,1
216,22,0,0,1
217,6,0,0,1
223,36,0,0,1
227,6,0,0,1
234,51,0.176471,0,0.0232558
237,6,1,1,1
239,7,1,2,1
241,6,0.833333,0,0.833333
249,29,0,0,1
252,30,0,0,1
256,18,0,0,1
259,27,0,0,1
263,65,0,0,1
275,8,0.25,0,0.142857
284,67,0,0,1
292,36,0,0,1
295,24,0,0,1
298,32,0,0,1
300,42,0,0,1
305,24,0,0,1
308,18,0,0,1
319,52,0.0196078,0,0.0196078
325,36,0,0,1
328,8,0,0,1
329,22,0,0,1
334,26,0,0,1
341,44,0,0,1
345,59,0.0169492,0,0.0169492
346,200,0.0100503,0,0.0100503
351,7,1,2,1
353,56,0,0,1
358,33,0,0,1
362,27,0,0,1
370,6,0,0,1
372,16,0,0,1
377,24,0,0,1
379,43,0,0,1
381,36,0,0,1
384,38,0,0,1
392,32,0,0,1
396,57,0,0,1
399,8,0.5,0,0.428571
400,52,0,0,1
407,34,0,0,1
412,36,0,0,1
424,40,0,0,1
428,22,0,0,1
429,36,0,0,1
434,41,0,0,1
435,24,0,0,1
E:\updatebackground\objectoutput2022-4-29-11-0-0.csv,,,,
3,86,0.0697674,0,0.0125
7,6,0.833333,0,0.833333
9,63,0,0,1
10,64,0.833333,0,0.140625
11,59,0.7,0,0.5
14,8,0.75,0,0.666667
15,30,0.0344828,0,0.0344828
18,55,0.5,0,0.5
19,41,0.2,0,0.0857143
25,46,0.0222222,0,0.0222222
26,63,0.0793651,0,0.0175439
37,24,0,0,1
41,45,0,0,1
43,6,0,0,1
45,71,0.028169,0,0.0142857
49,20,0,0,1
53,12,0,0,1
55,55,0.0185185,0,0.0185185
56,37,0.0540541,0,0.0277778
58,11,0.545455,0,0.166667
60,27,0,0,1
66,43,0,0,1
75,42,0.2,0,0.166667
76,50,0,0,1
79,61,0.0163934,0,0.0163934
80,26,0.153846,0,0.0454545
84,119,0.0168067,0,0.00862069
85,39,0.0769231,0,0.027027
87,47,0.0212766,0,0.0212766
89,55,0.0363636,0,0.0185185
90,44,0.0232558,0,0.0232558
91,50,0.0416667,0,0.0212766
93,49,0,0,1
96,40,0,0,1
98,30,0,0,1
100,10,1,3,0.888889
101,9,0.888889,0,0.833333
102,51,0,0,1
105,37,0.666667,0,0.6
108,51,0,0,1
109,73,0.191781,0,0.0166667
110,40,0.025,0,0.025
112,53,0.132075,0,0.0425532
115,292,0.0924658,0,0.003861
116,121,0.875,0,0.588235
117,31,0.777778,0,0.535714
119,8,0.833333,0,0.75
121,77,0.876923,0,0.5
126,76,0,0,1
128,38,0,0,1
130,9,0.222222,0,0.125
131,20,0.5,0,0.230769
132,104,0.931034,10,0.35
137,16,0,0,1
138,12,0.0909091,0,0.0909091
148,8,0.75,0,0.666667
151,11,0.333333,0,0.272727
152,10,0.9,1,0.833333
160,33,0.03125,0,0.03125
162,47,0,0,1
167,100,0.04,0,0.0103093
171,61,0.857143,0,0.131148
172,36,0,0,1
173,57,0.0350877,0,0.0178571
179,38,0,0,1
183,32,0,0,1
185,44,0.5,0,0.428571
186,153,0.0849673,0,0.00806452
187,31,0.285714,0,0.0967742
189,50,0.06,0,0.0212766
190,34,0,0,1
193,45,0,0,1
197,72,0.0138889,0,0.0138889
204,169,0.0118343,0,0.00595238
205,35,0.333333,0,0.333333
206,33,0,0,1
207,44,0.0454545,0,0.0232558
209,28,0,0,1
212,27,0.333333,0,0.333333
214,98,0.0306122,0,0.0104167
215,50,0,0,1
218,23,0,0,1
222,41,0.0731707,0,0.05
236,6,0,0,1
237,53,0,0,1
242,27,0.875,0,0.727273
246,11,0.909091,2,0.833333
251,69,0.0147059,0,0.0147059
253,9,0.142857,0,0.142857
262,45,0.625,0,0.5
263,135,0.230769,0,0.230769
264,45,0.0681818,0,0.03125
270,44,0,0,1
272,27,0.037037,0,0.037037
278,42,0,0,1
281,98,1,15,0.285714
283,9,0,0,1
284,91,0.032967,0,0.011236
292,11,0,0,1
293,23,0,0,1
296,48,0.285714,0,0.0851064
297,44,0.0454545,0,0.0232558
300,39,0.025641,0,0.025641
303,55,0.0754717,0,0.0208333
307,42,0.333333,0,0.333333
308,130,0,0,1
309,63,0.507937,0,0.0322581
311,7,0.857143,0,0.833333
313,8,0.75,0,0.666667
314,15,1,10,1
316,39,0,0,1
323,46,0,0,1
326,38,0,0,1
330,68,0.0735294,0,0.015873
334,58,0.0175439,0,0.0175439
340,24,0,0,1
343,27,0,0,1
344,38,0.375,0,0.333333
345,47,0,0,1
347,47,0.0851064,0,0.0227273
348,159,0.00628931,0,0.00628931
350,7,0,0,1
351,18,0,0,1
352,33,0,0,1
356,61,0.0655738,0,0.0185185
362,42,0.5,0,0.4
364,32,0.5,0,0.5
369,49,0,0,1
370,43,0,0,1
373,27,0,0,1
377,45,0.0222222,0,0.0222222
384,51,0,0,1
388,40,0,0,1
391,40,0.285714,0,0.272727
394,64,0.046875,0,0.016129
395,54,0,0,1
400,31,0,0,1
402,37,0.333333,0,0.3
405,85,0.0705882,0,0.0125
407,24,0,0,1
412,26,0,0,1
414,84,0.666667,0,0.6
416,22,0.333333,0,0.333333
417,25,0.0454545,0,0.0454545
420,62,0.0483871,0,0.0175439
422,28,0,0,1
424,134,0,0,1
427,27,0.115385,0,0.0434783
E:\updatebackground\objectoutput2022-4-29-11-30-0.csv,,,,
0,40,0.0263158,0,0.0263158
4,44,0.0454545,0,0.025
5,69,0.057971,0,0.0153846
10,10,0,0,1
11,25,0,0,1
12,148,0.0405405,0,0.00724638
16,47,0.0851064,0,0.0263158
22,150,0.0533333,0,0.0140845
23,9,1,4,1
27,9,0.666667,0,0.5
28,75,0,0,1
34,17,0.588235,0,0.5
40,8,0,0,1
42,47,0.148936,0,0.0263158
43,57,0.122807,0,0.02
45,54,0.0925926,0,0.0204082
47,46,0.130435,0,0.025
53,116,1,24,0.350877
58,62,0.209677,0,0.02
60,185,0.0594595,0,0.00649351
63,12,0,0,1
64,17,0.176471,0,0.1
68,105,1,24,0.365385
71,62,0.177419,0,0.02
74,163,0.833333,0,0.7
79,54,0.285714,0,0.285714
85,9,0,0,1
87,64,0.046875,0,0.016129
88,39,0.5,0,0.105263
91,43,0,0,1
97,6,0.333333,0,0.333333
100,159,0.5,0,0.0347826
101,109,0,0,1
102,52,0.153846,0,0.0227273
104,51,0.333333,0,0.333333
111,55,0.0363636,0,0.0185185
114,56,0.125,0,0.0204082
119,47,0,0,1
121,6,0.666667,0,0.666667
122,51,0,0,1
123,29,0.137931,0,0.0384615
131,53,0.0188679,0,0.0188679
132,39,0,0,1
133,43,0,0,1
