objectID,FrameDetected,wrongRate,RateHigherThan80%Frame,
E:\updatebackground\10daysResult.csv.xlsx,,,,
E:\updatebackground\objectoutput2022-4-25-10-0-0.csv,,,,
67883,71,0,0,1
67891,44,0,0,1
67914,42,0,0,1
67921,57,0,0,1
67925,23,0,0,1
67928,40,0.0571429,0,0.0322581
67929,106,0.0566038,0,0.01
67934,70,0,0,1
67938,56,0,0,1
67967,53,0,0,1
67969,47,0.0425532,0,0.0217391
68020,40,0.428571,0,0.333333
68031,117,0,0,1
68034,38,0,0,1
68035,48,0,0,1
68040,13,0.153846,0,0.0909091
68044,6,0,0,1
68046,78,0.0128205,0,0.0128205
68050,28,0.148148,0,0.0454545
68056,45,0.125,0,0.0444444
68057,49,0,0,1
68060,33,0,0,1
68062,30,0,0,1
68063,50,0,0,1
68086,68,0,0,1
68087,56,0.0357143,0,0.0185185
68145,192,0,0,1
68147,71,0.056338,0,0.0289855
E:\updatebackground\objectoutput2022-4-25-22-30-0.csv,,,,
68151,21,0.333333,0,0.176471
68152,209,1,204,1
68159,13,1,8,1
68166,89,1,84,1
68168,10,0.111111,0,0.111111
68169,8,1,3,1
68175,56,0.982143,47,0.833333
68172,16,1,10,0.923077
68181,8,1,3,1
68191,17,0,0,1
68204,6,0.666667,0,0.666667
68211,36,0.777778,0,0.3
68212,16,0.333333,0,0.1875
68221,18,1,13,1
68223,62,0.113208,0,0.0322581
68225,20,1,14,0.928571
68227,30,0.3,0,0.166667
68228,86,0.313953,0,0.0175439
68229,18,1,13,1
68230,25,0.04,0,0.04
68235,11,0.636364,0,0.5
68233,25,0.96,16,0.833333
68238,17,1,12,1
68237,13,1,8,1
68251,7,0.857143,0,0.833333
68252,64,0.921875,15,0.5
68256,37,1,32,1
68257,9,1,4,1
68264,25,0.52,0,0.142857
68265,14,0,0,1
68284,6,0.833333,0,0.833333
68294,200,0.405405,0,0.111111
68309,10,1,5,1
68315,12,0.6,0,0.5
68313,6,1,1,1
68317,11,0,0,1
68327,60,0.816667,0,0.571429
68336,31,0.9375,10,0.833333
68337,21,0.0625,0,0.0625
68338,154,0.727273,0,0.371429
68342,9,1,4,1
68347,66,0.32,0,0.0769231
68349,11,1,6,1
68360,10,0.428571,0,0.4
68365,17,0.5,0,0.25
68374,8,1,3,1
68375,6,0.833333,0,0.833333
68388,37,0.428571,0,0.333333
68395,40,0,0,1
68398,9,0.666667,0,0.5
68400,52,0,0,1
68404,56,0,0,1
68408,9,0,0,1
68411,12,0,0,1
68414,7,0.571429,0,0.5
68416,53,0,0,1
68422,33,0,0,1
68424,39,0,0,1
68431,117,0.025641,0,0.0104167
68439,51,0.714286,0,0.4
68448,46,0,0,1
68454,21,0,0,1
68457,47,0.5,0,0.4
68460,47,0,0,1
68463,46,0,0,1
68466,34,0,0,1
68471,34,0,0,1
68485,36,0,0,1
68489,24,0,0,1
68491,23,0,0,1
68499,8,0.666667,0,0.625
68500,60,0,0,1
68501,27,0,0,1
68548,54,0,0,1
68551,57,0,0,1
68553,45,0,0,1
68555,39,0,0,1
68557,32,0,0,1
68560,39,0,0,1
68564,27,1,6,0.8
68565,39,0,0,1
68568,57,0,0,1
68572,33,0,0,1
68577,11,0,0,1
68579,69,0,0,1
68584,41,0,0,1
68588,6,0,0,1
68589,147,1,2,0.692308
68593,28,0,0,1
68596,49,0,0,1
68599,34,0,0,1
68608,34,0,0,1
68612,21,0,0,1
68617,44,0,0,1
68621,44,0,0,1
68624,32,0,0,1
68632,116,0.112069,0,0.0106383
68633,51,0,0,1
68638,22,0,0,1
68644,51,0,0,1
68646,42,0,0,1
68647,47,0,0,1
68650,47,0,0,1
68652,45,0,0,1
68659,65,1,10,0.842105
68665,27,0,0,1
68669,6,0.5,0,0.5
68679,54,0,0,1
68761,28,0,0,1
68765,33,0,0,1
68766,31,0,0,1
68773,64,0.461538,0,0.285714
68774,34,0,0,1
68775,21,0,0,1
68779,33,0,0,1
E:\updatebackground\objectoutput2022-4-25-23-0-0.csv,,,,
68781,30,1,25,1
68782,25,0.545455,0,0.375
68796,121,1,116,1
68800,28,1,23,1
68801,49,0.77551,0,0.166667
68797,9,1,4,1
68804,12,0.25,0,0.1
68806,21,1,16,1
68812,20,0.133333,0,0.0909091
68808,26,1,21,1
68815,9,1,4,1
68825,14,1,9,1
68827,106,1,101,1
68829,9,1,4,1
68830,12,0,0,1
68842,58,0.185185,0,0.0909091
68846,31,1,26,1
68847,61,0.983607,52,0.833333
68848,18,0,0,1
68849,23,0.956522,14,0.833333
68850,9,0.888889,0,0.833333
68853,7,0.857143,0,0.833333
68854,7,0.714286,0,0.666667
68856,16,1,11,1
68858,6,0,0,1
68859,10,1,5,1
68870,16,1,11,1
68883,59,0.117647,0,0.0333333
68886,30,0.8,0,0.6
68890,30,1,25,1
68900,7,1,2,1
68902,222,0.445255,0,0.0666667
68911,6,0.5,0,0.5
68918,10,1,5,1
68919,14,0.928571,5,0.833333
68920,22,0,0,1
68922,7,0.857143,0,0.833333
68926,30,1,25,1
68931,9,1,4,1
68941,6,0,0,1
68942,60,0.233333,0,0.0952381
68940,6,0,0,1
68944,15,0.2,0,0.2
68946,6,1,1,1
68949,67,0.268657,0,0.047619
68984,32,0,0,1
69039,6,1,1,1
69081,7,1,2,1
69109,6,0,0,1
69123,6,0,0,1
69131,24,0.0416667,0,0.0416667
69139,42,0.333333,0,0.3
69146,69,0.333333,0,0.333333
69152,10,0.111111,0,0.111111
69167,10,1,5,1
69170,11,1,6,1
69172,9,0.888889,0,0.833333
69197,129,0.00775194,0,0.00775194
69200,13,0,0,1
69204,22,0,0,1
69210,15,0,0,1
69213,60,0,0,1
69247,76,0,0,1
69251,36,0,0,1
69253,41,0.111111,0,0.111111
69255,35,0,0,1
69258,13,0,0,1
69260,83,0.0120482,0,0.0120482
69270,16,0.625,0,0.5
69271,16,0,0,1
69272,58,0,0,1
69277,52,0,0,1
69298,53,0,0,1
69299,42,0,0,1
69306,37,0.0810811,0,0.0357143
69310,6,0,0,1
69311,22,0,0,1
69314,33,0.285714,0,0.285714
69322,157,0.0828025,0,0.00724638
69323,10,0.428571,0,0.428571
69324,36,0,0,1
69327,31,0,0,1
69334,36,0,0,1
69336,47,0,0,1
69338,6,0,0,1
69339,26,0,0,1
69341,43,0,0,1
69344,9,0.222222,0,0.222222
69347,120,0.571429,0,0.5
69348,28,0.0740741,0,0.0416667
69352,61,0,0,1
69353,39,0,0,1
69356,10,0,0,1
69360,59,0,0,1
69366,40,0.025641,0,0.025641
69370,43,0,0,1
69375,46,0.0434783,0,0.0222222
69377,12,0,0,1
69379,21,0,0,1
69380,116,0,0,1
69401,110,0.666667,0,0.0471698
69404,17,0,0,1
69433,49,0,0,1
69435,8,0.428571,0,0.333333
69436,40,0.025,0,0.025
69440,104,0.0384615,0,0.01
69442,9,0.25,0,0.25
69445,56,0.916667,3,0.357143
69453,32,0,0,1
69456,50,0.05,0,0.05
69459,61,0,0,1
69513,56,0.555556,0,0.5
69524,26,0.08,0,0.0454545
69530,48,0,0,1
69532,75,0.8125,0,0.231884
69534,198,1,5,0.0656566
69539,41,0,0,1
69547,15,1,7,0.923077
69549,132,0.375,0,0.333333
69553,59,0,0,1
69557,176,0.0340909,0,0.00584795
69560,36,0.0833333,0,0.03125
69563,26,0,0,1
69564,35,0,0,1
E:\updatebackground\objectoutput2022-4-25-23-30-0.csv,,,,
69567,36,1,31,1
69570,11,0,0,1
69577,122,1,117,1
69578,14,0.928571,5,0.833333
69579,6,0,0,1
69580,56,1,45,0.882353
69585,30,1,25,1
69587,22,1,17,1
69588,22,0,0,1
69589,22,1,17,1
69597,23,1,18,1
69602,94,1,89,1
69601,12,1,7,1
69600,10,1,5,1
69606,6,0,0,1
69611,34,1,29,1
69613,32,1,27,1
69615,53,0.132075,0,0.030303
69618,91,0.102273,0,0.0322581
69619,30,0.5,0,0.333333
69620,59,1,54,1
69621,14,0.857143,0,0.666667
69625,7,1,2,1
69627,9,1,4,1
69628,16,1,11,1
69643,30,1,25,1
69645,142,0.422535,0,0.107143
69646,29,1,24,1
69649,13,1,8,1
69652,9,1,4,1
69660,13,1,8,1
69664,6,0,0,1
69666,16,0,0,1
69667,29,1,24,1
69679,35,0,0,1
69685,15,0.333333,0,0.142857
69686,50,0.28,0,0.12
69683,95,0.695652,0,0.333333
69684,86,1,1,0.108434
69694,42,0,0,1
69698,7,1,2,1
69701,17,0.941176,8,0.833333
69706,31,0,0,1
69707,11,1,6,1
69744,42,0,0,1
69750,90,0,0,1
69751,44,0.285714,0,0.285714
69753,26,0.285714,0,0.285714
69756,39,0.571429,0,0.5
69763,33,0,0,1
69767,32,0,0,1
69770,21,0,0,1
69774,81,0.0128205,0,0.0128205
69775,7,0.142857,0,0.142857
69776,8,0,0,1
69777,12,0.5,0,0.142857
69781,39,0,0,1
69785,12,0,0,1
69790,44,0,0,1
69795,122,0.00826446,0,0.00826446
69798,42,0,0,1
69802,39,0,0,1
69811,37,0,0,1
69816,24,0,0,1
69821,41,0,0,1
69823,42,0,0,1
69828,39,0,0,1
69830,109,0,0,1
69833,42,0,0,1
69834,24,0,0,1
69842,45,0,0,1
69851,60,0,0,1
69856,16,0,0,1
69866,27,0,0,1
69870,37,0,0,1
69873,15,0,0,1
69883,124,0.0887097,0,0.0102041
69884,32,0,0,1
69888,21,0,0,1
69891,88,0.0340909,0,0.0121951
69893,22,0,0,1
69898,47,0,0,1
69901,20,0.333333,0,0.333333
69902,8,0.5,0,0.333333
69903,9,0,0,1
69904,90,0.0833333,0,0.0375
69905,36,0,0,1
69909,22,1,9,0.933333
69910,93,0.5,0,0.428571
69913,36,0,0,1
69917,38,0,0,1
69920,28,0,0,1
69924,26,0,0,1
69926,33,0,0,1
69928,38,0,0,1
69931,157,0.9,1,0.833333
69936,21,0,0,1
69937,55,0,0,1
69946,43,0,0,1
69949,8,0.375,0,0.285714
69950,64,0,0,1
69954,6,0,0,1
69957,19,0,0,1
69962,42,0,0,1
69966,79,0,0,1
69967,7,0.285714,0,0.166667
69968,14,0.428571,0,0.111111
69971,55,0,0,1
E:\updatebackground\objectoutput2022-4-25-3-0-0R.csv,,,,
69975,11,0,0,1
69977,73,0,0,1
69984,45,0,0,1
69986,34,0.0606061,0,0.0344828
69989,11,0.454545,0,0.166667
69991,78,0.217949,0,0.0178571
69992,37,0,0,1
69997,37,0,0,1
70002,156,0.0491803,0,0.0175439
70004,36,0.166667,0,0.0555556
70015,6,0.166667,0,0.166667
70016,71,0.0140845,0,0.0140845
70022,60,0.714286,0,0.15
70023,128,0,0,1
70027,90,0,0,1
70033,63,0.333333,0,0.0483871
70036,17,0.555556,0,0.461538
70043,38,0,0,1
70050,27,0,0,1
70051,54,0.0555556,0,0.0212766
70053,39,0,0,1
70056,6,0.5,0,0.5
70057,52,0,0,1
70058,110,0,0,1
70060,44,0.285714,0,0.166667
70065,63,0.846154,0,0.42
70072,59,0.363636,0,0.166667
70075,21,0,0,1
70083,78,0,0,1
70088,7,0.571429,0,0.5
70091,226,0.375,0,0.0930233
70092,68,0.0735294,0,0.015873
70093,16,0.333333,0,0.25
70094,71,0,0,1
70097,120,0.00833333,0,0.00833333
70101,133,0.0225564,0,0.0225564
70104,143,0.160839,0,0.00980392
70113,46,0.0222222,0,0.0222222
70114,16,0,0,1
70116,133,0,0,1
70117,118,0.00847458,0,0.00847458
70118,12,0,0,1
70143,36,0,0,1
70144,155,0.0526316,0,0.02
70149,37,0,0,1
70151,66,0.151515,0,0.0181818
70157,42,0,0,1
70158,36,0.285714,0,0.285714
70162,21,0.611111,0,0.5
70164,115,0.75,0,0.571429
70169,35,0,0,1
70175,44,0,0,1
70178,130,0,0,1
70184,81,0,0,1
70190,28,0,0,1
70197,41,0,0,1
70202,6,0,0,1
70203,31,0,0,1
70205,62,0.333333,0,0.0526316
70207,37,0,0,1
E:\updatebackground\objectoutput2022-4-25-3-30-0.csv,,,,
70211,39,0,0,1
70214,9,0.428571,0,0.333333
70217,22,0,0,1
70228,67,0.928571,5,0.287879
70233,6,0,0,1
70234,19,0,0,1
70236,8,0,0,1
70237,27,0,0,1
70239,124,0.777778,0,0.225806
70246,9,0.888889,0,0.833333
70247,8,1,3,1
70251,25,0,0,1
70255,21,0,0,1
70263,68,0,0,1
70276,37,0,0,1
70278,46,0,0,1
70279,8,0.375,0,0.333333
70281,18,0,0,1
70286,115,0.121739,0,0.0116279
70290,33,0,0,1
70295,29,0,0,1
70299,6,1,1,1
70301,42,0.142857,0,0.0540541
70305,33,0,0,1
70312,76,0,0,1
70316,8,0.375,0,0.166667
70321,57,0.444444,0,0.375
70322,7,0,0,1
70326,36,0.0571429,0,0.0294118
70330,6,0.5,0,0.5
70333,6,0.166667,0,0.166667
70334,42,0,0,1
70340,35,0,0,1
70345,35,0,0,1
70348,67,0.923077,4,0.238806
70350,37,0,0,1
70353,28,0,0,1
70355,63,0.777778,0,0.666667
70356,55,0,0,1
70357,8,0.5,0,0.428571
70364,36,0,0,1
70370,48,0,0,1
70375,34,0,0,1
70382,8,0,0,1
70386,11,0,0,1
70392,38,0,0,1
70394,36,0.666667,0,0.444444
70395,7,0.857143,0,0.833333
70396,6,0.833333,0,0.833333
70403,133,0.333333,0,0.0827068
70407,23,0,0,1
70410,22,0,0,1
70413,91,0,0,1
70417,29,0,0,1
70426,40,0,0,1
70427,35,0.3,0,0.0454545
E:\updatebackground\objectoutput2022-4-25-4-0-0.csv,,,,
70428,25,0.04,0,0.04
70429,71,1,4,0.75
70431,101,0.125,0,0.0232558
70434,56,0.214286,0,0.0238095
70436,16,0.916667,3,0.833333
70438,7,0.857143,0,0.833333
70440,43,0.0243902,0,0.0243902
70444,12,0.75,0,0.625
70445,67,0.0151515,0,0.0151515
70452,36,0.166667,0,0.04
70458,9,0.777778,0,0.666667
70461,6,0,0,1
70462,18,0,0,1
70464,57,0.0526316,0,0.0204082
70469,26,0,0,1
70475,15,0,0,1
70484,16,0,0,1
70485,7,0,0,1
70487,86,0,0,1
70498,35,0,0,1
70500,59,0.3,0,0.285714
70504,28,0,0,1
70507,94,0,0,1
70509,7,0.571429,0,0.5
70511,35,0.2,0,0.114286
70514,21,0,0,1
70523,33,0,0,1
70528,39,0,0,1
70529,48,0.0434783,0,0.0222222
70534,16,0.3125,0,0.222222
70536,12,0.454545,0,0.166667
70540,60,0.5,0,0.333333
70546,9,0.333333,0,0.333333
70547,43,0,0,1
70549,59,0.0169492,0,0.0169492
70550,149,0.0833333,0,0.025641
70552,7,0.142857,0,0.142857
70555,8,0.571429,0,0.5
70558,16,0,0,1
70561,45,0.142857,0,0.1
70578,31,0.0322581,0,0.0322581
70579,24,0,0,1
70583,20,0,0,1
70585,6,0,0,1
70591,29,0,0,1
70593,47,0.285714,0,0.285714
70601,10,0.333333,0,0.3
70602,60,0.5,0,0.4
70604,42,0,0,1
70605,56,0,0,1
70609,42,0,0,1
70613,44,0.555556,0,0.461538
70616,11,0.5,0,0.333333
70620,37,0,0,1
70621,43,0,0,1
70623,80,0.025,0,0.0126582
70628,129,0.0789474,0,0.0285714
70629,26,0.923077,4,0.652174
70630,13,0.384615,0,0.333333
70631,46,0,0,1
70633,33,0,0,1
70637,8,0.75,0,0.666667
70642,74,0.0810811,0,0.0289855
70644,39,0.333333,0,0.105263
70649,34,0,0,1
70652,55,0.163636,0,0.0227273
70654,32,0,0,1
70655,35,0,0,1
70656,6,0.166667,0,0.166667
70657,16,0.5,0,0.111111
70660,42,0,0,1
70668,47,0.333333,0,0.333333
70670,27,0,0,1
70671,25,0.0869565,0,0.0454545
70683,41,0,0,1
70687,40,0,0,1
70688,11,0.545455,0,0.285714
70689,18,0.142857,0,0.117647
70691,87,0,0,1
70696,21,0,0,1
70703,41,0.333333,0,0.3
70705,37,0,0,1
70706,34,0,0,1
70720,47,0.428571,0,0.333333
70725,93,0.916667,8,0.252747
70726,39,0.0526316,0,0.027027
70730,16,0.5625,0,0.285714
70732,7,0.857143,0,0.833333
70736,7,0,0,1
70737,39,0,0,1
70739,28,0,0,1
70744,17,0,0,1
70746,15,0,0,1
70749,67,0,0,1
70752,10,0,0,1
70756,7,1,2,1
70759,53,0.444444,0,0.333333
70762,17,0,0,1
70765,37,0,0,1
70775,42,0.285714,0,0.125
70777,7,0,0,1
70778,35,0.0294118,0,0.0294118
70780,23,0,0,1
70784,12,0.0909091,0,0.0909091
70785,33,0,0,1
70791,108,0.0740741,0,0.00990099
70800,64,0,0,1
70805,42,0.777778,0,0.219512
70806,42,0.0238095,0,0.0238095
70810,25,0,0,1
70813,8,0.875,0,0.833333
70821,17,0,0,1
70824,22,0,0,1
70827,120,0.0333333,0,0.00909091
70831,28,0,0,1
E:\updatebackground\objectoutput2022-4-25-4-30-0.csv,,,,
70834,19,0.545455,0,0.428571
70837,25,0.0416667,0,0.0416667
70844,62,0.25,0,0.25
70845,56,0.5,0,0.4
70850,6,0,0,1
70853,6,0,0,1
70854,11,0,0,1
70855,7,0.5,0,0.5
70862,36,0,0,1
70866,27,0.333333,0,0.3
70877,14,0.285714,0,0.181818
70878,46,1,12,0.540541
70881,38,0,0,1
70883,7,0.333333,0,0.333333
70890,15,0,0,1
70894,13,0,0,1
70896,8,0,0,1
70904,7,0.428571,0,0.428571
70905,9,0,0,1
70908,102,0.01,0,0.01
70912,38,0,0,1
70925,47,0.0425532,0,0.0232558
70933,46,0.461538,0,0.155556
70935,69,0.666667,0,0.0869565
70938,9,0.5,0,0.5
70939,15,0,0,1
70941,27,0.0740741,0,0.04
70942,23,0,0,1
70955,37,0.027027,0,0.027027
70957,7,0.571429,0,0.5
70959,7,0,0,1
70960,35,0,0,1
70967,40,0,0,1
70972,37,0,0,1
70976,6,0.833333,0,0.833333
70977,10,1,5,1
70978,88,0.846154,0,0.275862
70982,36,0,0,1
70983,63,0.0634921,0,0.0327869
70989,26,0,0,1
70993,127,0.181102,0,0.00990099
70995,22,1,17,1
70996,44,0,0,1
70997,113,0.5,0,0.0465116
71001,20,0.95,11,0.833333
71005,88,0,0,1
71009,39,0,0,1
71011,8,0.428571,0,0.333333
71013,51,0,0,1
71017,43,0,0,1
71026,29,0,0,1
71030,33,0,0,1
71034,129,0.0847458,0,0.0196078
71040,6,0.666667,0,0.666667
71042,50,0,0,1
71046,18,1,5,0.846154
71050,9,0,0,1
71052,47,0,0,1
71053,21,0,0,1
71055,46,0,0,1
71057,21,0,0,1
71063,191,0.0105263,0,0.00534759
71064,9,0.571429,0,0.5
71066,65,0,0,1
71074,30,0,0,1
71075,36,0.0277778,0,0.0277778
71081,9,0.333333,0,0.142857
71082,47,0.235294,0,0.222222
71083,6,0.333333,0,0.333333
71084,9,0,0,1
71087,36,0.0277778,0,0.0277778
71101,37,0,0,1
71105,32,0,0,1
71107,14,0,0,1
71114,9,0,0,1
71119,27,0,0,1
71121,179,0.531532,0,0.0196078
71122,11,1,2,0.875
71123,49,0,0,1
71124,9,0.75,0,0.666667
71126,201,0.833333,0,0.0614525
71129,49,0,0,1
71133,42,0,0,1
71136,8,0,0,1
71137,10,0.9,1,0.833333
71138,12,0,0,1
71139,9,1,4,1
71141,21,0,0,1
71146,9,0.888889,0,0.833333
71147,6,1,1,1
71149,10,0.714286,0,0.666667
71150,39,0,0,1
71156,12,0.125,0,0.125
71161,21,0,0,1
71164,61,0.4,0,0.166667
71175,26,0,0,1
71177,54,0,0,1
71187,14,0,0,1
71188,28,0,0,1
71191,16,0,0,1
71192,35,0,0,1
71193,18,0.9,1,0.769231
71194,44,0,0,1
71195,7,0.666667,0,0.666667
71196,47,0.166667,0,0.166667
71199,26,0,0,1
71207,40,0,0,1
71211,45,0,0,1
71213,118,0.00847458,0,0.00847458
71215,22,0,0,1
71222,71,0,0,1
71227,41,0.0243902,0,0.0243902
71236,23,0,0,1
71239,8,0,0,1
71241,9,0,0,1
71247,23,0,0,1
71249,47,0,0,1
71260,37,0,0,1
71265,15,1,9,0.933333
71269,7,0,0,1
71270,63,0,0,1
71274,22,0,0,1
71281,22,0,0,1
71287,16,0,0,1
71294,29,0,0,1
71300,20,0,0,1
71308,27,0,0,1
71310,33,0,0,1
71312,31,0,0,1
71319,33,0,0,1
71324,24,0,0,1
71328,59,0,0,1
71336,6,0,0,1
71337,38,0,0,1
71342,9,0.444444,0,0.333333
71345,9,0.666667,0,0.5
71350,37,0,0,1
71353,10,0,0,1
71358,29,0,0,1
71361,8,0,0,1
71366,17,0,0,1
71370,143,0.034965,0,0.00719424
71372,164,0,0,1
71374,6,1,1,1
71377,6,1,1,1
71378,8,1,3,1
71380,75,0.555556,0,0.5
71384,7,0,0,1
71388,8,1,3,1
71390,27,0,0,1
71397,37,0,0,1
71406,23,0,0,1
71408,7,0,0,1
71410,30,0,0,1
71411,32,0,0,1
71422,32,0,0,1
71427,11,0,0,1
71429,19,0,0,1
71435,11,0,0,1
71436,18,0,0,1
71448,8,0.875,0,0.833333
71451,19,0,0,1
71452,7,0.857143,0,0.833333
71453,50,0.16,0,0.0232558
71460,7,0,0,1
71461,21,0,0,1
71465,59,0.111111,0,0.111111
71469,26,0,0,1
71476,63,0.666667,0,0.555556
71480,7,0,0,1
71482,24,0,0,1
71489,35,0,0,1
71490,46,0,0,1
71499,53,0,0,1
71502,11,0.714286,0,0.6
71503,51,0,0,1
71504,11,0.8,0,0.666667
71505,48,0,0,1
71507,16,0,0,1
71508,44,0,0,1
71514,18,0,0,1
71517,261,0.214559,0,0.0106383
71519,7,0.5,0,0.5
71524,33,0,0,1
71528,28,0,0,1
71533,50,0,0,1
71537,12,1,3,1
71540,38,0,0,1
71542,50,0,0,1
71549,31,0,0,1
71554,26,0,0,1
71559,40,0,0,1
71562,15,0,0,1
71563,9,0.375,0,0.375
71564,11,0.333333,0,0.333333
71565,44,0,0,1
71570,54,0,0,1
71577,24,0,0,1
71581,38,0,0,1
71582,6,1,1,1
71588,6,0,0,1
71589,41,0,0,1
71594,39,0,0,1
71600,38,0,0,1
71604,10,0,0,1
71607,23,0,0,1
71610,65,0.555556,0,0.5
71616,33,0,0,1
71618,12,0,0,1
71619,27,0,0,1
71623,265,0.00760456,0,0.00760456
71624,9,0.5,0,0.5
71625,52,0,0,1
71626,46,0,0,1
71633,8,0,0,1
71634,25,0,0,1
71639,18,0,0,1
71640,13,0,0,1
71653,31,0,0,1
71664,21,0,0,1
71671,45,0,0,1
71678,8,0.25,0,0.25
71681,17,0,0,1
71682,48,0,0,1
71683,6,0,0,1
71688,9,0,0,1
71690,21,0,0,1
71699,35,0,0,1
71706,37,0,0,1
71715,26,0,0,1
71716,10,0.75,0,0.666667
71717,42,0,0,1
71724,8,0.875,0,0.833333
71725,35,0,0,1
71728,49,0,0,1
71737,37,0,0,1
71738,8,0.375,0,0.375
71739,49,0,0,1
71748,8,0.125,0,0.125
71753,25,0,0,1
71755,9,0.5,0,0.5
71757,49,0,0,1
71763,39,0,0,1
71766,7,0,0,1
71767,10,0.714286,0,0.666667
71768,33,0,0,1
71770,48,0,0,1
71772,19,0.7,0,0.5
71774,48,0,0,1
71777,47,0,0,1
71781,40,0,0,1
71785,36,0,0,1
71794,21,0,0,1
71799,6,0.666667,0,0.666667
71800,38,0,0,1
71802,46,0,0,1
71805,7,0.428571,0,0.333333
71807,25,0,0,1
71808,6,0.166667,0,0.166667
71809,50,0,0,1
71818,28,0,0,1
71819,45,0,0,1
71820,6,0,0,1
71822,7,0.142857,0,0.142857
71826,11,0,0,1
71828,25,0,0,1
71829,45,0,0,1
71844,17,0,0,1
71845,66,0.0454545,0,0.015625
71847,6,0.5,0,0.5
71849,43,0,0,1
71854,33,0,0,1
71858,37,0,0,1
71870,42,0,0,1
71873,6,0.166667,0,0.166667
71878,23,0,0,1
71884,30,0,0,1
71886,6,0,0,1
71891,11,0,0,1
71893,43,0,0,1
71896,44,0,0,1
71902,29,0,0,1
71908,22,0,0,1
71915,12,0,0,1
71918,8,0.375,0,0.333333
71922,26,0,0,1
71929,49,0,0,1
71930,28,0,0,1
71937,23,0,0,1
71942,37,0,0,1
71944,7,0.857143,0,0.833333
71947,77,1,13,1
71948,15,0,0,1
71951,19,0.769231,0,0.666667
71953,36,0,0,1
71955,31,0,0,1
71956,58,0,0,1
71968,29,0,0,1
71970,30,0,0,1
71979,16,0,0,1
71981,15,0.571429,0,0.5
71983,7,0,0,1
71985,41,0,0,1
71991,6,0.166667,0,0.166667
71992,29,0,0,1
71996,7,0,0,1
71998,19,0,0,1
72006,31,0,0,1
72007,10,0,0,1
72008,40,0,0,1
72025,24,0,0,1
72026,23,0,0,1
72034,6,0.166667,0,0.166667
72040,16,0,0,1
72043,37,0,0,1
72050,48,0,0,1
72051,108,0.12037,0,0.0147059
72058,49,0,0,1
72060,9,0,0,1
72061,41,0,0,1
72062,8,0.166667,0,0.166667
72063,43,0,0,1
72064,6,0,0,1
72065,7,0,0,1
72066,11,0.545455,0,0.285714
72070,24,0,0,1
72071,30,0.466667,0,0.0769231
72074,43,1,27,0.878049
E:\updatebackground\objectoutput2022-4-25-5-0-0.csv,,,,
72079,34,0.5,0,0.121212
72081,19,0.666667,0,0.277778
72087,58,0,0,1
72088,7,0.333333,0,0.333333
72093,39,0,0,1
72094,15,0.5,0,0.4
72096,8,0.857143,0,0.833333
72095,6,0,0,1
72101,58,0.428571,0,0.0862069
72102,7,1,2,1
72103,23,0,0,1
72104,68,0.333333,0,0.0491803
72105,28,0,0,1
72111,47,0,0,1
72112,14,0.5,0,0.384615
72120,41,0,0,1
72122,34,0.333333,0,0.09375
72123,14,0.333333,0,0.285714
72129,25,0,0,1
72130,40,0.555556,0,0.5
72132,28,0,0,1
72134,43,0,0,1
72135,6,0.166667,0,0.166667
72140,30,0,0,1
72142,7,0,0,1
72143,7,0,0,1
72153,21,0,0,1
72157,14,0.785714,0,0.5
72167,54,0.333333,0,0.0961538
72171,23,0,0,1
72175,9,0.5,0,0.5
72176,28,0,0,1
72179,59,0.235294,0,0.0833333
72181,26,0.0384615,0,0.0384615
72182,64,0.25,0,0.0217391
72184,8,0.833333,0,0.75
72192,33,0,0,1
72200,6,0,0,1
72201,59,0.857143,0,0.529412
72204,27,0,0,1
72206,11,0.428571,0,0.428571
72211,38,0,0,1
72212,51,0,0,1
72214,28,0.769231,0,0.535714
72220,154,0,0,1
72224,6,1,1,1
72227,27,0,0,1
72228,20,0,0,1
72230,37,0,0,1
72234,46,0.363636,0,0.166667
72239,11,0.333333,0,0.333333
72241,6,0,0,1
72242,8,0.5,0,0.5
72244,24,0,0,1
72245,9,0.125,0,0.125
72247,23,0,0,1
72253,57,0.5,0,0.0925926
72260,65,0.0769231,0,0.0327869
72264,7,0,0,1
72268,27,0,0,1
72271,95,0,0,1
72272,61,0.5,0,0.352941
72275,6,0.333333,0,0.333333
72276,28,0,0,1
72282,41,0,0,1
72290,56,0.105263,0,0.0666667
72292,59,0.4,0,0.122807
72293,71,0.75,0,0.409091
72302,42,0.047619,0,0.0243902
72304,45,0.545455,0,0.333333
72308,37,0,0,1
72311,62,0.625,0,0.5
72313,29,0.103448,0,0.0384615
72319,65,0.5,0,0.375
72317,65,0.2,0,0.0888889
72324,38,0,0,1
72331,40,0,0,1
72332,76,0.888889,0,0.25
72336,49,0,0,1
72339,8,0.75,0,0.666667
72352,54,0,0,1
72354,54,0,0,1
72364,57,0.157895,0,0.0204082
72371,64,0,0,1
72375,6,0,0,1
72379,19,0,0,1
72380,8,0,0,1
72382,10,0,0,1
72393,58,0.25,0,0.25
72394,54,0.45,0,0.285714
72398,6,0,0,1
72400,45,0,0,1
72402,6,0.666667,0,0.666667
72404,38,0.5,0,0.4
72410,7,0.571429,0,0.5
72413,6,0,0,1
72414,52,0,0,1
72417,10,0,0,1
72418,34,0.333333,0,0.307692
72421,13,0.923077,4,0.833333
